protein1	protein2	biogrid_id	interaction_type	pmid
KLHL3	WNK4	BIOGRID:1032952;BIOGRID:1036016;BIOGRID:833436;BIOGRID:833483;BIOGRID:859041;BIOGRID:859045;BIOGRID:882911;BIOGRID:886244;BIOGRID:938146	direct interaction;physical association	pubmed:23453970;pubmed:23576762;pubmed:23838290;pubmed:23962426;pubmed:24641320;pubmed:25313067
KLHL6	UBC	BIOGRID:573361;BIOGRID:627938;BIOGRID:732593	direct interaction;physical association	pubmed:19850743;pubmed:21906983;pubmed:22505724
KLHL7	UBC	BIOGRID:619034;BIOGRID:626659;BIOGRID:628397;BIOGRID:684500;BIOGRID:684501;BIOGRID:731771;BIOGRID:945920	direct interaction;physical association	pubmed:21139048;pubmed:21828050;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:24816145
KLHL8	UBC	BIOGRID:1030032;BIOGRID:626355;BIOGRID:630711;BIOGRID:731866	physical association	pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:25147182
KLHL9	UBC	BIOGRID:619064;BIOGRID:626699;BIOGRID:628420;BIOGRID:847093	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094
KLK3	SERPINA5	BIOGRID:303097;BIOGRID:303100	physical association	pubmed:7509746;pubmed:8665956
KLK7	UBC	BIOGRID:606104;BIOGRID:618321	physical association	pubmed:21139048;pubmed:22118674
KLKB1	KNG1	BIOGRID:275406;BIOGRID:278147;BIOGRID:297595;BIOGRID:315619	direct interaction	pubmed:10464316;pubmed:291905;pubmed:7686159;pubmed:7944388
KLRC1	KLRD1	BIOGRID:279635;BIOGRID:301027;BIOGRID:317943	physical association	pubmed:10320637;pubmed:8943374;pubmed:9034158
KLRC2	KLRD1	BIOGRID:279636;BIOGRID:317944	physical association	pubmed:10320637;pubmed:8943374
KNTC1	UBC	BIOGRID:1031072;BIOGRID:619446;BIOGRID:625764;BIOGRID:628759;BIOGRID:846977	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:25147182
KNTC1	ZW10	BIOGRID:283476;BIOGRID:607132;BIOGRID:838648	physical association	pubmed:11146660;pubmed:15824131;pubmed:20696768
KPNA1	KPNB1	BIOGRID:280569;BIOGRID:297622;BIOGRID:679026	direct interaction	pubmed:10523667;pubmed:11032817;pubmed:9102465
KPNA1	RAG1	BIOGRID:279936;BIOGRID:279937;BIOGRID:279938;BIOGRID:728178;BIOGRID:728179	direct interaction;physical association	pubmed:8052633;pubmed:8777717
KPNA1	SKP2	BIOGRID:679495;BIOGRID:829893;BIOGRID:829895	direct interaction;physical association	pubmed:19270695;pubmed:22770219
KPNA1	STAT1	BIOGRID:315452;BIOGRID:606360	direct interaction	pubmed:10964507;pubmed:12048190
KPNA1	TAF9	BIOGRID:1039310;BIOGRID:720613	direct interaction	pubmed:16713569;pubmed:25416956
KPNA1	UBC	BIOGRID:1030958;BIOGRID:614704;BIOGRID:622041;BIOGRID:625574;BIOGRID:631207;BIOGRID:849560;BIOGRID:943778	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145;pubmed:25147182
KPNA2	KPNB1	BIOGRID:275553;BIOGRID:280566;BIOGRID:314304	direct interaction	pubmed:10523667;pubmed:11283257;pubmed:9323134
KPNA2	MLH1	BIOGRID:1039315;BIOGRID:427071	direct interaction;physical association	pubmed:17148452;pubmed:25416956
KPNA2	MYC	BIOGRID:564423;BIOGRID:893869	direct interaction;physical association	pubmed:17314511;pubmed:21988832
KPNA2	NUP50	BIOGRID:1039319;BIOGRID:277709	direct interaction	pubmed:12176322;pubmed:25416956
KPNA2	RAG1	BIOGRID:327848;BIOGRID:728180	direct interaction	pubmed:8016130;pubmed:8777717
KPNA2	RELA	BIOGRID:301463;BIOGRID:893871	direct interaction	pubmed:12504098;pubmed:21988832
KPNA2	SUMO2	BIOGRID:636806;BIOGRID:643687	physical association	pubmed:19471022;pubmed:21252943
KPNA2	UBC	BIOGRID:1030596;BIOGRID:560672;BIOGRID:608019;BIOGRID:609757;BIOGRID:622038;BIOGRID:625570;BIOGRID:631204;BIOGRID:729494;BIOGRID:731291;BIOGRID:846599;BIOGRID:850395;BIOGRID:939794;BIOGRID:943226	physical association	pubmed:16196087;pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24654937;pubmed:24816145;pubmed:25147182
KPNA3	KPNB1	BIOGRID:280568;BIOGRID:314172	direct interaction	pubmed:10523667;pubmed:9435235
KPNA3	UBC	BIOGRID:622037;BIOGRID:845318;BIOGRID:944213	physical association	pubmed:21139048;pubmed:21890473;pubmed:24816145
KPNA4	UBC	BIOGRID:622025;BIOGRID:625543;BIOGRID:943597	physical association	pubmed:21139048;pubmed:21890473;pubmed:24816145
KPNA5	UBC	BIOGRID:625542;BIOGRID:631192;BIOGRID:944262	physical association	pubmed:21890473;pubmed:21906983;pubmed:24816145
KPNA6	SKP2	BIOGRID:679496;BIOGRID:829894;BIOGRID:829898	direct interaction;physical association	pubmed:19270695;pubmed:22770219
KPNA6	UBC	BIOGRID:1030212;BIOGRID:614818;BIOGRID:622293;BIOGRID:623468;BIOGRID:631416;BIOGRID:850073;BIOGRID:943707	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145;pubmed:25147182
KPNB1	NUP153	BIOGRID:276099;BIOGRID:276103;BIOGRID:283361;BIOGRID:286125;BIOGRID:481800;BIOGRID:535016	direct interaction;physical association	pubmed:10202161;pubmed:10749866;pubmed:11266456;pubmed:12894213;pubmed:20658144
KPNB1	NUP62	BIOGRID:286123;BIOGRID:297620;BIOGRID:481803	direct interaction;physical association	pubmed:11266456;pubmed:12894213;pubmed:9102465
KPNB1	NUP98	BIOGRID:286971;BIOGRID:314546	direct interaction	pubmed:9144189;pubmed:9275187
KPNB1	NXF1	BIOGRID:697165;BIOGRID:697171;BIOGRID:718100	direct interaction;physical association	pubmed:10668806;pubmed:21965294
KPNB1	PTHLH	BIOGRID:302347;BIOGRID:302349	direct interaction	pubmed:11401507;pubmed:12504010
KPNB1	RAN	BIOGRID:288434;BIOGRID:297623;BIOGRID:304307;BIOGRID:535014;BIOGRID:604634;BIOGRID:604635;BIOGRID:657989;BIOGRID:657993;BIOGRID:674608;BIOGRID:726879;BIOGRID:738103	direct interaction;physical association	pubmed:10037787;pubmed:10779340;pubmed:10944119;pubmed:11024021;pubmed:20658144;pubmed:8909533;pubmed:9045717;pubmed:9102465;pubmed:9135132
KPNB1	RANBP1	BIOGRID:276612;BIOGRID:304305;BIOGRID:304306;BIOGRID:535015;BIOGRID:604636;BIOGRID:674607;BIOGRID:738104	direct interaction;physical association	pubmed:10037787;pubmed:10473610;pubmed:10779340;pubmed:20658144;pubmed:8909533;pubmed:9045717
KPNB1	RANBP2	BIOGRID:276611;BIOGRID:277137;BIOGRID:286126;BIOGRID:481801;BIOGRID:674606	direct interaction;physical association	pubmed:10473610;pubmed:11266456;pubmed:12894213;pubmed:8909533;pubmed:9398662
KPNB1	TERF1	BIOGRID:288971;BIOGRID:556194	direct interaction;physical association	pubmed:12135354;pubmed:20811636
KPNB1	UBC	BIOGRID:1031025;BIOGRID:561124;BIOGRID:604813;BIOGRID:609106;BIOGRID:622039;BIOGRID:625571;BIOGRID:631205;BIOGRID:729373;BIOGRID:845952;BIOGRID:848262;BIOGRID:849621;BIOGRID:939720;BIOGRID:945760	physical association	pubmed:16196087;pubmed:17370265;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:23000965;pubmed:24654937;pubmed:24816145;pubmed:25147182
KRAS	RAF1	BIOGRID:275846;BIOGRID:279318;BIOGRID:697321;BIOGRID:825483;BIOGRID:857605;BIOGRID:869937;BIOGRID:904640	direct interaction;physical association	pubmed:10783161;pubmed:10882715;pubmed:10958680;pubmed:16041367;pubmed:16093354;pubmed:19029954;pubmed:23153539
KRAS	RALGDS	BIOGRID:275845;BIOGRID:302062;BIOGRID:302067;BIOGRID:892952	direct interaction	pubmed:10783161;pubmed:21988832;pubmed:7809086
KRAS	UBC	BIOGRID:1030382;BIOGRID:622015;BIOGRID:625539;BIOGRID:631188;BIOGRID:731293;BIOGRID:815945;BIOGRID:846632;BIOGRID:850425;BIOGRID:944187	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965;pubmed:23288781;pubmed:24816145;pubmed:25147182
KRI1	UBC	BIOGRID:621968;BIOGRID:944076	physical association	pubmed:21139048;pubmed:24816145
KRR1	UBC	BIOGRID:619005;BIOGRID:626832;BIOGRID:628362;BIOGRID:849156;BIOGRID:944134	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:23000965;pubmed:24816145
KRT1	UBC	BIOGRID:604814;BIOGRID:631186;BIOGRID:729823;BIOGRID:845278;BIOGRID:846826;BIOGRID:848284;BIOGRID:848723	physical association	pubmed:20972266;pubmed:21853274;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT10	UBC	BIOGRID:604815;BIOGRID:631161;BIOGRID:848916;BIOGRID:946272	physical association	pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT12	UBC	BIOGRID:604816;BIOGRID:631159;BIOGRID:848809;BIOGRID:946270	physical association	pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT14	UBC	BIOGRID:604817;BIOGRID:631152;BIOGRID:848922;BIOGRID:946276	physical association	pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT15	KRT20	BIOGRID:1039543;BIOGRID:120356	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	KRT6A	BIOGRID:1039459;BIOGRID:120770	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	KRT6B	BIOGRID:1039468;BIOGRID:119534	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	NOC4L	BIOGRID:1039549;BIOGRID:120991	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	PIK3R2	BIOGRID:1039519;BIOGRID:726296	direct interaction;physical association	pubmed:19380743;pubmed:25416956
KRT15	PSMA1	BIOGRID:1039521;BIOGRID:121859	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	RCOR3	BIOGRID:1039546;BIOGRID:120350;BIOGRID:126292	direct interaction;physical association	pubmed:16189514;pubmed:25416956
KRT15	TCHP	BIOGRID:1039554;BIOGRID:119898	direct interaction	pubmed:16189514;pubmed:25416956
KRT15	UBC	BIOGRID:604818;BIOGRID:621988;BIOGRID:631150;BIOGRID:848906;BIOGRID:946254	physical association	pubmed:21139048;pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT15	USP2	BIOGRID:1039527;BIOGRID:120582;BIOGRID:126299	direct interaction;physical association	pubmed:16189514;pubmed:25416956
KRT15	WAC	BIOGRID:1039538;BIOGRID:121005	direct interaction	pubmed:16189514;pubmed:25416956
KRT16	UBC	BIOGRID:604819;BIOGRID:621986;BIOGRID:631149;BIOGRID:848829;BIOGRID:945463	physical association	pubmed:21139048;pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT17	UBC	BIOGRID:604820;BIOGRID:609758;BIOGRID:621977;BIOGRID:631140;BIOGRID:845339;BIOGRID:847350;BIOGRID:946232	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT18	KRT8	BIOGRID:317420;BIOGRID:892472	direct interaction	pubmed:21988832;pubmed:9630597
KRT18	SUMO3	BIOGRID:1050952;BIOGRID:611457;BIOGRID:611465	direct interaction;physical association	pubmed:21062750;pubmed:25391492
KRT18	UBC	BIOGRID:1030224;BIOGRID:531569;BIOGRID:604821;BIOGRID:609759;BIOGRID:621975;BIOGRID:625483;BIOGRID:631138;BIOGRID:846252;BIOGRID:849967	physical association	pubmed:10791969;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446;pubmed:23000965;pubmed:25147182
KRT18	YWHAQ	BIOGRID:282152;BIOGRID:568564	physical association	pubmed:20618440;pubmed:9524113
KRT19	UBC	BIOGRID:604822;BIOGRID:631126;BIOGRID:848732;BIOGRID:946109	physical association	pubmed:21906983;pubmed:21987572;pubmed:22178446;pubmed:24816145
KRT2	UBC	BIOGRID:604823;BIOGRID:631185;BIOGRID:729822;BIOGRID:844951;BIOGRID:846189;BIOGRID:848295;BIOGRID:848839	physical association	pubmed:20972266;pubmed:21853274;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT20	VIM	BIOGRID:1043241;BIOGRID:120337	direct interaction	pubmed:16189514;pubmed:25416956
KRT25	UBC	BIOGRID:604825;BIOGRID:620019	physical association	pubmed:21139048;pubmed:22178446
KRT3	UBC	BIOGRID:604827;BIOGRID:610442;BIOGRID:622006;BIOGRID:631176;BIOGRID:845236;BIOGRID:846315;BIOGRID:848865	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT4	UBC	BIOGRID:604828;BIOGRID:622003	physical association	pubmed:21139048;pubmed:22178446
KRT5	UBC	BIOGRID:604829;BIOGRID:631171;BIOGRID:845414;BIOGRID:848142;BIOGRID:848329;BIOGRID:848925	physical association	pubmed:20972266;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT6A	UBC	BIOGRID:604830;BIOGRID:631169;BIOGRID:845144;BIOGRID:845452;BIOGRID:848283;BIOGRID:848721	physical association	pubmed:20972266;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT6B	UBC	BIOGRID:604831;BIOGRID:631167;BIOGRID:844930;BIOGRID:845966;BIOGRID:848315;BIOGRID:848792	physical association	pubmed:20972266;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT6C	UBC	BIOGRID:630215;BIOGRID:845257;BIOGRID:846567;BIOGRID:848299;BIOGRID:848900	physical association	pubmed:20972266;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT7	UBC	BIOGRID:604832;BIOGRID:609760;BIOGRID:631166;BIOGRID:731294;BIOGRID:845003;BIOGRID:846717;BIOGRID:848594;BIOGRID:848710;BIOGRID:946220	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:24816145
KRT71	UBC	BIOGRID:620447;BIOGRID:629705;BIOGRID:845097;BIOGRID:847777;BIOGRID:848875	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT72	UBC	BIOGRID:622518;BIOGRID:631612;BIOGRID:844961;BIOGRID:846286;BIOGRID:848858	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT73	UBC	BIOGRID:617868;BIOGRID:627309;BIOGRID:845092;BIOGRID:847717;BIOGRID:848866	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT74	UBC	BIOGRID:627912;BIOGRID:845286;BIOGRID:846943;BIOGRID:848734	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT75	UBC	BIOGRID:604833;BIOGRID:631227;BIOGRID:845416;BIOGRID:848153;BIOGRID:848927	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT76	UBC	BIOGRID:629276;BIOGRID:845229;BIOGRID:846254;BIOGRID:848302;BIOGRID:848852	physical association	pubmed:20972266;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT77	UBC	BIOGRID:622737;BIOGRID:631822;BIOGRID:845033;BIOGRID:847097;BIOGRID:848327;BIOGRID:848754	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT78	UBC	BIOGRID:622592;BIOGRID:845402;BIOGRID:848052;BIOGRID:848908	physical association	pubmed:21139048;pubmed:21890473;pubmed:21963094;pubmed:21987572
KRT79	UBC	BIOGRID:604834;BIOGRID:630229;BIOGRID:845410;BIOGRID:848091;BIOGRID:848918	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446
KRT8	UBC	BIOGRID:531568;BIOGRID:604835;BIOGRID:609761;BIOGRID:614801;BIOGRID:621998;BIOGRID:625514;BIOGRID:631164;BIOGRID:731295;BIOGRID:848287;BIOGRID:848508;BIOGRID:946265	physical association	pubmed:10791969;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:24816145
KRT80	UBC	BIOGRID:609762;BIOGRID:619847;BIOGRID:629154	physical association	pubmed:21139048;pubmed:21906983;pubmed:21987572
KRT81	UBC	BIOGRID:848810;BIOGRID:946259	physical association	pubmed:21987572;pubmed:24816145
KRT83	UBC	BIOGRID:848848;BIOGRID:946231	physical association	pubmed:21987572;pubmed:24816145
KRT84	UBC	BIOGRID:631113;BIOGRID:845277;BIOGRID:846827;BIOGRID:848722	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572
KRT85	UBC	BIOGRID:848921;BIOGRID:946267	physical association	pubmed:21987572;pubmed:24816145
KRT86	UBC	BIOGRID:621949;BIOGRID:848807;BIOGRID:946104	physical association	pubmed:21139048;pubmed:21987572;pubmed:24816145
KRTAP4-12	KRTAP4-12	BIOGRID:1049335;BIOGRID:120359	direct interaction	pubmed:16189514;pubmed:25416956
KRTAP4-12	OTX1	BIOGRID:1040713;BIOGRID:119492	direct interaction	pubmed:16189514;pubmed:25416956
KRTAP4-12	SMCP	BIOGRID:1040078;BIOGRID:121426	direct interaction	pubmed:16189514;pubmed:25416956
KRTAP4-12	SPRY2	BIOGRID:1045193;BIOGRID:122061	direct interaction	pubmed:16189514;pubmed:25416956
KRTAP4-12	ZNF581	BIOGRID:1047440;BIOGRID:121658	direct interaction	pubmed:16189514;pubmed:25416956
KSR1	MAP2K1	BIOGRID:692308;BIOGRID:737507;BIOGRID:830709	physical association	pubmed:15090600;pubmed:17979178;pubmed:18332145
KSR1	MARK3	BIOGRID:715300;BIOGRID:722104;BIOGRID:722105	direct interaction;physical association	pubmed:11741534;pubmed:12941695
KTI12	UBC	BIOGRID:619905;BIOGRID:730567	physical association	pubmed:21139048;pubmed:22505724
KTN1	RHOA	BIOGRID:258659;BIOGRID:279308;BIOGRID:286369;BIOGRID:287516	direct interaction	pubmed:11162552;pubmed:11689693;pubmed:12773565;pubmed:8769096
KTN1	RHOG	BIOGRID:279309;BIOGRID:287513;BIOGRID:287514;BIOGRID:287515	direct interaction;physical association	pubmed:11162552;pubmed:11689693
KTN1	UBC	BIOGRID:607268;BIOGRID:621948;BIOGRID:625440;BIOGRID:631111;BIOGRID:850896;BIOGRID:945153	physical association	pubmed:17370265;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:23000965;pubmed:24816145
KXD1	MAP1LC3B	BIOGRID:1048907;BIOGRID:119473	direct interaction	pubmed:16189514;pubmed:25416956
KXD1	TPM1	BIOGRID:1042818;BIOGRID:120361	direct interaction	pubmed:16189514;pubmed:25416956
KXD1	TPM3	BIOGRID:1042832;BIOGRID:120681	direct interaction	pubmed:16189514;pubmed:25416956
KYNU	UBC	BIOGRID:608198;BIOGRID:609763;BIOGRID:623965;BIOGRID:845993	physical association	pubmed:18781797;pubmed:21890473;pubmed:21963094;pubmed:21987572
L1CAM	UBC	BIOGRID:607943;BIOGRID:609107;BIOGRID:610756;BIOGRID:614886;BIOGRID:621947;BIOGRID:680691;BIOGRID:724496;BIOGRID:724498	direct interaction;physical association	pubmed:18781797;pubmed:21139048;pubmed:21963094;pubmed:21987572;pubmed:22222883;pubmed:22846990;pubmed:23048039
L2HGDH	UBC	BIOGRID:618976;BIOGRID:943121	physical association	pubmed:21139048;pubmed:24816145
L3MBTL1	VCP	BIOGRID:603637;BIOGRID:951120	physical association	pubmed:22120668;pubmed:23652004
L3MBTL2	PCGF6	BIOGRID:611552;BIOGRID:611556;BIOGRID:671142;BIOGRID:671326	direct interaction;physical association	pubmed:21596310;pubmed:22325352
L3MBTL2	PHF10	BIOGRID:1048015;BIOGRID:119538	direct interaction	pubmed:16189514;pubmed:25416956
L3MBTL2	RNF2	BIOGRID:611544;BIOGRID:611551;BIOGRID:611554;BIOGRID:611555;BIOGRID:671170;BIOGRID:929041	direct interaction;physical association	pubmed:21596310;pubmed:22325352;pubmed:24457600
L3MBTL2	SUMO2	BIOGRID:613858;BIOGRID:636827;BIOGRID:935961;BIOGRID:984981	physical association	pubmed:19471022;pubmed:21693764;pubmed:24369422;pubmed:25027693
L3MBTL3	UBC	BIOGRID:625081;BIOGRID:630032	physical association	pubmed:21890473;pubmed:21906983
LACRT	UBC	BIOGRID:606071;BIOGRID:620017	physical association	pubmed:21139048;pubmed:22118674
LACTB	UBC	BIOGRID:618372;BIOGRID:944929	physical association	pubmed:21139048;pubmed:24816145
LACTB2	UBC	BIOGRID:620832;BIOGRID:630071	physical association	pubmed:21139048;pubmed:21906983
LAGE3	OSGEP	BIOGRID:242183;BIOGRID:695637;BIOGRID:695642;BIOGRID:695660;BIOGRID:695661	physical association	pubmed:17353931;pubmed:22912744
LAGE3	TP53RK	BIOGRID:695633;BIOGRID:695640;BIOGRID:941432	physical association	pubmed:22912744;pubmed:23455922
LAGE3	UBC	BIOGRID:608171;BIOGRID:618472;BIOGRID:624239;BIOGRID:627875;BIOGRID:729379;BIOGRID:850160;BIOGRID:945291;BIOGRID:986104	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:23000965;pubmed:24816145;pubmed:25015289
LAIR1	PTPN11	BIOGRID:300630;BIOGRID:303267	physical association	pubmed:10903717;pubmed:9285412
LAIR1	PTPN6	BIOGRID:281954;BIOGRID:281956;BIOGRID:300631;BIOGRID:303266;BIOGRID:303282;BIOGRID:303302;BIOGRID:303303;BIOGRID:303304	direct interaction;physical association	pubmed:10660620;pubmed:10764762;pubmed:10903717;pubmed:11160222;pubmed:9285412
LAMA1	UBC	BIOGRID:560910;BIOGRID:614651	physical association	pubmed:16196087;pubmed:21963094
LAMA5	UBC	BIOGRID:624970;BIOGRID:847791	physical association	pubmed:21890473;pubmed:21963094
LAMB1	UBC	BIOGRID:621599;BIOGRID:630776;BIOGRID:666422;BIOGRID:847027	direct interaction;physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:8702753
LAMB2	UBC	BIOGRID:1030157;BIOGRID:621596;BIOGRID:630772;BIOGRID:846232;BIOGRID:849949	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:25147182
LAMB3	UBC	BIOGRID:609764;BIOGRID:621594;BIOGRID:630770;BIOGRID:845488	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:21987572
LAMC1	UBC	BIOGRID:1030489;BIOGRID:621590;BIOGRID:630768;BIOGRID:846052	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:25147182
LAMP1	UBC	BIOGRID:621589;BIOGRID:630764;BIOGRID:847939	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094
LAMP2	UCHL1	BIOGRID:682302;BIOGRID:683338	direct interaction;physical association	pubmed:18550537;pubmed:18635949
LAMTOR1	RRAGC	BIOGRID:1056149;BIOGRID:829595	physical association	pubmed:20381137;pubmed:22424946
LAMTOR1	RRAGD	BIOGRID:1056143;BIOGRID:1056170;BIOGRID:829597	physical association	pubmed:20381137;pubmed:22424946
LAMTOR1	UBC	BIOGRID:1030101;BIOGRID:609458;BIOGRID:610333;BIOGRID:617636;BIOGRID:624367;BIOGRID:627104;BIOGRID:729339;BIOGRID:731652;BIOGRID:847558;BIOGRID:851455;BIOGRID:985991	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:25015289;pubmed:25147182
