#VALUE = Log10 normalized expression of ORF																																
ORF	ORF_BNAME	P	A384	A744	A1224	A1824	A2496	B384	B744	B1224	B1824	B2496	C384	C744	C1224	C1824	C2496	D384	D744	D1224	D1824	D2496	E384	E744	E1224	E1824	E2496	F384	F744	F1224	F1824	F2496
argC	b3958	2.538337	2.643068	2.818512	2.894384	3.001409	3.194817	2.765	2.910629	2.853295	3.019373	2.939487	2.673073	2.592232	2.774937	2.808192	2.917509	2.51999	2.742448	2.971404	3.182777	3.130985	2.710914	2.6553	2.84221	2.932798	2.959172	2.779524	2.856353	2.854441	2.932798	2.941208
argB	b3959	2.640202	2.790227	2.953057	2.965861	3.018227	3.139585	2.873171	2.943883	2.974462	3.121047	3.003702	2.892473	2.813352	2.953057	3.004658	3.004658	2.719514	2.849281	3.01708	3.186026	3.171692	2.873935	2.796725	2.939487	2.996058	3.01192	2.894384	3.000835	2.981724	2.994338	3.02052
argH	b3960	2.43246	2.558404	2.727541	2.84221	2.866864	3.050334	2.613063	2.719514	2.777231	2.908336	2.833419	2.566813	2.524195	2.723527	2.758693	2.886166	2.475652	2.654153	2.786213	2.982488	2.931269	2.63313	2.577133	2.717985	2.796725	2.858646	2.668678	2.717221	2.759075	2.817174	2.804943
oxyR	b3961	2.433606	2.500305	2.557066	2.520755	2.505466	2.441633	2.498012	2.544453	2.559742	2.560507	2.48559	2.49419	2.541777	2.51999	2.540822	2.479665	2.590512	2.567387	2.510434	2.502408	2.463994	2.495336	2.481576	2.505466	2.512155	2.460553	2.48559	2.482914	2.524386	2.506421	2.500496
sthA	b3962	2.589747	2.414113	2.50279	2.582103	2.479665	2.468198	2.481003	2.616121	2.560507	2.649566	2.644215	2.476798	2.553435	2.648993	2.750666	2.811823	2.43762	2.550378	2.581147	2.721425	2.786213	2.507377	2.570062	2.514448	2.61421	2.646699	2.391179	2.515594	2.611343	2.652815	2.655108
fabR	b3963	2.557831	2.541777	2.519035	2.601787	2.575222	2.640966	2.53203	2.529164	2.588409	2.612681	2.637526	2.524386	2.534706	2.57656	2.550378	2.685687	2.615356	2.5628	2.650713	2.630837	2.619561	2.550569	2.589174	2.581147	2.615356	2.601787	2.478136	2.538337	2.571782	2.592232	2.582676
yijD	b3964	2.530884	2.551524	2.557831	2.536617	2.52343	2.59873	2.490559	2.60389	2.533177	2.661033	2.595098	2.524577	2.613063	2.638481	2.502025	2.558404	2.582676	2.584778	2.704416	2.621663	2.653579	2.566049	2.589747	2.60905	2.608476	2.661033	2.43762	2.623765	2.599876	2.573884	2.60905
trmA	b3965	2.495336	2.524386	2.503554	2.476225	2.496674	2.627588	2.532604	2.510434	2.48559	2.524386	2.544453	2.517697	2.473932	2.520755	2.608476	2.659504	2.495718	2.502025	2.642495	2.709767	2.766528	2.559742	2.500496	2.557831	2.555729	2.592232	2.524577	2.606756	2.580765	2.496674	2.508906
btuB	b3966	2.350853	2.464567	2.476225	2.508906	2.553435	2.527635	2.369009	2.549231	2.498394	2.60217	2.595481	2.422904	2.422713	2.536235	2.527635	2.664091	2.409908	2.486354	2.559742	2.613636	2.602934	2.48062	2.461509	2.497439	2.512537	2.566049	2.419464	2.407997	2.489412	2.506803	2.516359
murI	b3967	2.558404	2.559169	2.665237	2.668678	2.632748	2.649566	2.619943	2.660842	2.640966	2.694096	2.739772	2.554009	2.636379	2.711296	2.591276	2.704416	2.566813	2.605419	2.666002	2.677087	2.710914	2.577898	2.607521	2.657211	2.690847	2.738052	2.541777	2.557066	2.689891	2.667722	2.712061
gltT	b3969	3.075752	2.97255	3.142261	2.982488	3.044601	3.120664	3.066961	3.140732	3.15239	2.903367	2.967199	2.912922	2.980959	3.012876	3.074032	2.855015	3.090468	3.114357	2.957261	3.183923	3.386887	3.075752	2.963186	2.946177	2.941972	3.063903	3.147803	2.990706	3.182777	3.026827	3.210297
murB	b3972	2.495718	2.542542	2.558404	2.561653	2.541777	2.568724	2.533177	2.553053	2.570062	2.540822	2.545599	2.536617	2.554009	2.546746	2.646699	2.694669	2.520755	2.550569	2.497247	2.57656	2.554773	2.545599	2.547511	2.498012	2.490559	2.48559	2.530884	2.436473	2.508906	2.540057	2.482914
thrU	b3976	3.74733	3.827025	3.901178	3.966921	3.876524	4.058083	3.886462	3.799887	3.832568	3.951823	3.944561	3.716561	3.757077	3.886462	4.133765	4.003424	3.601892	3.938445	3.932329	3.987753	3.932329	3.734526	3.841932	3.987753	3.926214	3.832568	3.668782	3.688467	3.966921	4.115417	3.959086
tyrU	b3977	3.348282	3.556597	3.570358	3.525828	3.510348	3.59463	3.553158	3.597878	3.676809	3.641261	3.522961	3.501365	3.49869	3.454542	3.506716	3.480151	3.525828	3.66152	3.550291	3.597878	3.54666	3.49869	3.556597	3.577047	3.501365	3.504997	3.386887	3.446515	3.587749	3.664195	3.587749
glyT	b3978	3.289801	3.427022	3.371598	3.4662	3.363763	3.442311	3.485312	3.265721	3.311779	3.342167	3.374656	3.376567	3.278717	3.38211	3.529459	3.414981	3.358793	3.374656	3.522961	3.418804	3.418804	3.402559	3.469258	3.542837	3.350194	3.428933	3.280054	3.333184	3.435813	3.501365	3.522961
thrT	b3979	3.10098	3.071166	3.15239	3.283112	3.186599	3.278717	3.225969	3.165767	3.168634	3.122576	3.194817	3.145509	3.105948	3.193479	3.319424	3.265721	3.174368	3.192333	3.355162	3.267632	3.362043	3.068299	3.105948	3.240111	3.186026	3.234187	3.00848	3.060654	3.305855	3.256356	3.439253
tufB	b3980	4.451971	4.405912	4.46898	4.430948	4.430948	4.46898	4.46898	4.496501	4.46898	4.496501	4.496501	4.430948	4.496501	4.46898	4.430948	4.387183	4.430948	4.46898	4.451971	4.430948	4.46898	4.430948	4.430948	4.496501	4.451971	4.46898	4.387183	4.451971	4.451971	4.451971	4.46898
secE	b3981	3.192333	3.21756	3.192333	3.109771	3.222147	3.38555	3.210297	3.095246	3.130985	3.171692	3.127544	3.201315	3.2382	3.216031	3.40103	3.337198	3.202844	3.115122	3.110535	3.148567	3.18851	3.192333	3.107095	3.110535	3.10098	3.166723	3.138247	3.12506	3.164047	3.115122	3.198448
nusG	b3982	2.78736	2.886166	2.870877	2.938723	2.992617	3.121047	2.912922	2.765573	2.798254	2.86113	2.931843	2.959555	2.894384	2.974462	3.12506	3.095246	2.82329	2.827494	2.829214	2.858646	2.898971	2.882726	2.82329	2.790609	2.83877	2.859028	2.917509	2.884829	2.832081	2.830361	2.90222
rplK	b3983	3.98049	3.997309	4.058083	4.103186	4.103186	4.161285	4.089999	3.974184	3.951823	3.914556	4.096879	3.974184	4.022918	4.051585	4.083501	4.127458	4.058083	3.987753	4.083501	4.115417	4.103186	4.016229	4.089999	4.058083	4.035532	4.076048	4.070123	3.98049	4.046999	4.029989	4.035532
rplA	b3984	3.920098	4.089999	4.016229	4.076048	4.115417	4.155743	4.022918	4.016229	3.997309	3.974184	4.029989	4.029989	4.041838	4.035532	4.120387	4.109684	4.035532	4.009731	4.035532	4.029989	4.051585	4.064008	4.046999	4.035532	4.046999	4.009731	4.064008	4.003424	4.035532	4.058083	4.009731
rplJ	b3985	3.944561	4.041838	4.064008	4.147525	4.161285	4.109684	4.120387	4.103186	4.003424	4.051585	4.035532	3.98049	4.016229	4.133765	4.041838	4.051585	4.009731	4.103186	4.155743	4.051585	4.076048	4.076048	4.029989	4.127458	4.076048	4.140454	3.997309	4.029989	4.155743	4.096879	4.103186
rplL	b3986	3.987753	4.058083	3.997309	4.120387	4.147525	4.076048	4.035532	4.18785	4.205624	4.177148	4.051585	4.016229	4.029989	4.064008	4.016229	4.058083	4.076048	4.076048	4.120387	4.035532	4.016229	4.083501	4.076048	4.064008	4.051585	4.016229	3.966921	4.096879	4.120387	4.016229	3.98049
rpoB	b3987	3.437151	3.59463	3.529459	3.538824	3.573033	3.657888	3.510348	3.609154	3.446515	3.472507	3.4662	3.556597	3.556597	3.51589	3.581443	3.584309	3.573033	3.525828	3.493912	3.556597	3.490854	3.556597	3.550291	3.51589	3.510348	3.462569	3.556597	3.648142	3.522961	3.513597	3.513597
rpoC	b3988	3.040778	3.129838	3.142643	3.170354	3.163283	3.22272	3.105948	3.202844	3.082441	3.114357	3.088557	3.086455	3.117798	3.116269	3.161181	3.197493	3.204373	3.180292	3.223866	3.278717	3.230556	3.15239	3.163283	3.12506	3.13538	3.079192	3.157358	3.207813	3.150861	3.103273	3.130985
thiH	b3990	3.112447	2.999306	2.954395	3.012876	2.980959	3.034472	3.030267	2.945412	3.000835	3.05645	3.080912	3.13538	3.124104	3.180292	3.074797	3.132705	2.979239	3.063903	3.157358	3.096584	3.039058	2.97083	3.016507	3.111491	3.107095	3.046703	3.057979	3.185452	3.115122	3.01536	3.07881
thiG	b3991	3.206284	3.111491	3.092571	3.130985	3.145509	3.140732	3.116269	3.060654	3.181057	3.193479	3.142643	3.202271	3.180292	3.229218	3.162328	3.204373	3.115122	3.227115	3.285979	3.231893	3.163283	3.122576	3.183923	3.280054	3.276805	3.124104	3.179146	3.26897	3.262089	3.121047	3.181057
thiS	b4407	3.408866	3.288081	3.309677	3.354016	3.358793	3.338344	3.315602	3.396443	3.38555	3.356883	3.354016	3.386887	3.40103	3.480151	3.402559	3.416702	3.305855	3.459702	3.531753	3.420906	3.309677	3.322673	3.356883	3.485312	3.480151	3.352105	3.376567	3.4662	3.469258	3.330891	3.376567
thiF	b3992	3.350194	3.260561	3.232849	3.234187	3.274703	3.223866	3.243169	3.267632	3.313308	3.290375	3.254636	3.37867	3.367012	3.402559	3.280054	3.309677	3.240111	3.350194	3.418804	3.355162	3.25024	3.272983	3.325157	3.376567	3.386887	3.252342	3.284832	3.431799	3.38211	3.257885	3.319424
thiE	b3993	3.37867	3.289801	3.262089	3.26897	3.302415	3.256356	3.285979	3.240111	3.322673	3.296681	3.284832	3.380581	3.38555	3.439253	3.229218	3.273556	3.273556	3.40103	3.459702	3.398737	3.294006	3.294006	3.345416	3.457218	3.398737	3.288081	3.342167	3.442311	3.437151	3.283112	3.362043
thiC	b3994	3.629603	3.506716	3.49869	3.485312	3.525828	3.510348	3.531753	3.416702	3.433328	3.457218	3.510348	3.618519	3.601892	3.668782	3.54666	3.562522	3.496588	3.562522	3.664195	3.570358	3.493912	3.490854	3.538824	3.648142	3.618519	3.506716	3.560038	3.622723	3.612021	3.51589	3.573033
rsd	b3995	2.538719	2.347605	2.276319	2.174837	2.154387	2.357351	2.401881	2.178277	2.14292	2.225864	2.259501	2.435135	2.422904	2.378183	2.358689	2.3348	2.372258	2.308999	2.360027	2.174837	2.132027	2.426726	2.392134	2.312248	2.29199	2.246123	2.332506	2.296768	2.349324	2.256825	2.28167
nudC	b3996	2.302884	2.353911	2.313968	2.289697	2.302501	2.340151	2.381623	2.394428	2.361938	2.364996	2.34168	2.364423	2.392134	2.363085	2.387547	2.48062	2.44278	2.351618	2.344547	2.273261	2.273261	2.352574	2.361938	2.350853	2.311675	2.348751	2.307279	2.322951	2.339195	2.327155	2.302501
hemE	b3997	2.58344	2.631601	2.665811	2.629881	2.640202	2.592232	2.637526	2.661033	2.589174	2.588027	2.629881	2.595481	2.651668	2.657211	2.659504	2.750284	2.628352	2.675558	2.651668	2.631028	2.644788	2.610196	2.686642	2.65186	2.60905	2.668678	2.562036	2.579045	2.632748	2.58344	2.665237
nfi	b3998	2.338622	2.414304	2.4445	2.374169	2.379521	2.363085	2.44278	2.553435	2.473358	2.458451	2.403028	2.435709	2.457496	2.43762	2.457114	2.550378	2.527635	2.502408	2.487883	2.477563	2.487309	2.427108	2.50107	2.479092	2.406468	2.437046	2.392134	2.414113	2.45654	2.366143	2.422904
yjaG	b3999	2.364231	2.500496	2.495145	2.536617	2.554009	2.573884	2.45654	2.53031	2.508906	2.519035	2.50967	2.477563	2.458451	2.493616	2.581147	2.727541	2.528399	2.527635	2.560507	2.577133	2.537382	2.534132	2.519799	2.487883	2.519035	2.507377	2.438193	2.423095	2.518461	2.524577	2.517506
hupA	b4000	3.799887	3.776189	3.726116	3.712547	3.693053	3.577047	3.742743	3.529459	3.59463	3.668782	3.664195	3.827025	3.776189	3.716561	3.782304	3.805238	3.712547	3.615079	3.431799	3.459702	3.483401	3.74733	3.74733	3.615079	3.644319	3.693053	3.759944	3.726116	3.651391	3.638777	3.716561
purD	b4005	2.502408	2.828259	2.877566	2.89534	2.82329	2.841828	2.814498	3.071166	2.886166	3.047467	3.004658	2.738052	2.813734	2.841828	2.894384	2.887313	2.734612	2.835712	2.809147	2.884829	2.941972	2.798827	2.803222	2.803222	2.779524	2.983826	2.744359	2.817174	2.801885	2.836668	2.89706
purH	b4006	2.89534	3.130985	3.193479	3.183923	3.128118	3.151243	3.100024	3.340255	3.212973	3.330891	3.343504	3.031987	3.080912	3.168634	3.212973	3.248711	3.108051	3.091233	3.111491	3.186599	3.197493	3.10098	3.080912	3.112447	3.108051	3.303944	3.048996	3.047467	3.116269	3.155638	3.18851
gltV	b4008	2.919038	2.869157	3.054539	2.869157	2.993	3.027209	3.00676	3.062374	3.047467	2.804178	2.960701	2.782964	2.990706	2.876037	2.933945	2.743404	3.074797	3.034472	2.85253	3.109771	3.231893	2.987648	2.904514	2.781435	2.738817	2.990706	3.009818	2.941972	3.003702	2.942736	3.079192
metA	b4013	2.364423	2.362894	2.519799	2.693331	2.621663	2.528399	2.338622	2.604463	2.577898	2.650331	2.617077	2.436473	2.366716	2.565667	2.527635	2.506421	2.296768	2.438766	2.696389	2.75315	2.61249	2.420228	2.362894	2.618223	2.673073	2.60217	2.438766	2.424433	2.620326	2.721425	2.68282
aceB	b4014	3.654831	3.634381	3.462569	3.418804	3.472507	3.454542	3.676809	3.433328	3.622723	3.738539	3.626928	3.654831	3.538824	3.496588	3.601892	3.22272	3.565771	3.386887	3.128118	2.953057	2.899927	3.634381	3.490854	3.391092	3.457218	3.431799	3.716561	3.501365	3.40103	3.437151	3.37867
aceA	b4015	3.615079	3.597878	3.437151	3.469258	3.501365	3.513597	3.609154	3.45244	3.584309	3.707578	3.605905	3.622723	3.513597	3.520095	3.612021	3.25024	3.570358	3.402559	3.218706	3.092571	3.057979	3.560038	3.416702	3.398737	3.433328	3.4662	3.657888	3.531753	3.420906	3.439253	3.396443
iclR	b4018	2.364996	2.367863	2.437046	2.427682	2.407997	2.420228	2.402646	2.502408	2.491323	2.458833	2.449469	2.345311	2.302884	2.403792	2.398823	2.38277	2.4445	2.413157	2.455393	2.409143	2.412201	2.338622	2.369009	2.385063	2.448704	2.486354	2.294092	2.307279	2.425197	2.404748	2.473167
metH	b4019	2.408379	2.405895	2.50451	2.491323	2.497247	2.498012	2.448704	2.571018	2.473358	2.524577	2.50279	2.369009	2.577133	2.521519	2.427108	2.544262	2.417553	2.515977	2.553435	2.50279	2.538337	2.39997	2.554773	2.515594	2.534706	2.602934	2.39309	2.452718	2.465523	2.515977	2.540057
yjbD	yjbD	2.409143	2.290843	2.314924	2.279185	2.331933	2.289697	2.316835	2.19433	2.263323	2.200446	2.200446	2.319702	2.322377	2.253576	2.150947	2.262176	2.28511	2.289505	2.181334	2.050612	2.138716	2.230642	2.278039	2.257781	2.155725	2.246123	2.248225	2.196624	2.249563	2.287021	2.254914
pgi	b4025	3.338344	3.262089	3.311779	3.318468	3.371598	3.41307	3.271836	3.248711	3.286934	3.297637	3.334522	3.281965	3.313308	3.323819	3.265721	3.369496	3.248711	3.262663	3.259414	3.305855	3.296681	3.273556	3.318468	3.334522	3.342167	3.325157	3.285979	3.30165	3.294006	3.338344	3.329362
ubiC	b4039	2.469918	2.454247	2.461127	2.398823	2.418699	2.469154	2.469154	2.412201	2.461127	2.473358	2.486354	2.413157	2.535853	2.483869	2.542542	2.506803	2.427682	2.445264	2.424433	2.432077	2.538719	2.380667	2.435709	2.385828	2.466287	2.487309	2.410864	2.364231	2.465905	2.448704	2.473358
ubiA	b4040	2.261794	2.178277	2.34684	2.308044	2.256825	2.221469	2.266381	2.332506	2.255296	2.274216	2.273452	2.204459	2.276319	2.314924	2.264852	2.296577	2.24918	2.327155	2.326582	2.324097	2.337667	2.239051	2.244976	2.285683	2.267145	2.3176	2.235802	2.234464	2.316071	2.277083	2.321613
plsB	b4041	2.597583	2.631792	2.648993	2.663326	2.63313	2.685305	2.668487	2.700785	2.757355	2.743404	2.710914	2.656446	2.65186	2.683584	2.595481	2.635806	2.710532	2.734995	2.820232	2.746461	2.725248	2.650331	2.656446	2.728114	2.731555	2.705372	2.606756	2.69314	2.727541	2.679189	2.691803
dgkA	b4042	2.351618	2.368627	2.337667	2.261985	2.295239	2.302119	2.403028	2.229304	2.232171	2.237522	2.249563	2.398823	2.367098	2.415068	2.367863	2.305942	2.340724	2.340724	2.384681	2.268292	2.473358	2.407997	2.409908	2.34168	2.321613	2.455202	2.243256	2.33824	2.374169	2.287595	2.423095
lexA	b4043	2.288932	2.50107	2.495336	2.60217	2.536617	2.433989	2.457114	2.441633	2.409143	2.541777	2.475652	2.468198	2.407997	2.476225	2.479665	2.383916	2.489985	2.427108	2.497439	2.440104	2.528399	2.427682	2.447366	2.426344	2.478518	2.619943	2.47202	2.483487	2.498394	2.540822	2.517697
zur	b4046	2.289505	2.199491	2.276319	2.18745	2.170441	2.247078	2.296768	2.135276	2.232744	2.094186	2.20618	2.257207	2.2509	2.222233	2.236185	2.296768	2.297533	2.263323	2.344929	2.260838	2.320848	2.262176	2.222233	2.342444	2.215162	2.223953	2.24402	2.170823	2.229304	2.178086	2.205033
yjbN	yjbN	2.179041	2.2509	2.322377	2.34684	2.322377	2.320275	2.24402	2.350853	2.345885	2.314924	2.280141	2.247078	2.258927	2.332506	2.257781	2.297533	2.31263	2.300972	2.385063	2.324862	2.328875	2.26963	2.343973	2.334609	2.332506	2.322951	2.180952	2.289505	2.340724	2.405704	2.367863
dnaB	b4052	2.510434	2.543497	2.528399	2.537382	2.505848	2.56108	2.56968	2.617077	2.589747	2.56108	2.519035	2.528399	2.554773	2.566049	2.60905	2.580765	2.616121	2.568724	2.632748	2.61421	2.645553	2.579045	2.577707	2.573694	2.572356	2.566813	2.478518	2.483869	2.589174	2.562036	2.599876
tyrB	b4054	3.134616	3.005613	3.040778	2.983826	2.961083	2.820614	3.007524	3.041925	3.023769	3.057979	3.026827	3.050334	3.082441	3.07021	2.906234	2.963186	3.091233	3.050334	3.074797	2.924772	2.910629	2.996058	3.030267	3.018227	3.036191	3.021667	3.010773	3.069446	3.024725	3.002747	3.044601
yjbQ	b4056	2.817556	2.663326	2.616121	2.50279	2.536617	2.389459	2.700785	2.469918	2.570636	2.526106	2.503554	2.694096	2.673073	2.610196	2.550569	2.544453	2.710914	2.592996	2.536617	2.461127	2.473932	2.650713	2.648993	2.618606	2.610196	2.567387	2.734995	2.693331	2.581147	2.554773	2.517697
yjbR	b4057	2.470683	2.327155	2.263323	2.17541	2.257207	2.181334	2.322951	2.254149	2.288932	2.292755	2.274216	2.345885	2.313968	2.342444	2.224718	2.212486	2.327155	2.270967	2.247078	2.187832	2.184966	2.270776	2.222806	2.225864	2.257207	2.269247	2.439531	2.297533	2.268674	2.288359	2.249563
uvrA	b4058	2.172352	2.208091	2.277274	2.197388	2.170823	2.160121	2.165281	2.324097	2.243256	2.274981	2.234464	2.160121	2.159548	2.17369	2.066092	2.270967	2.222806	2.246123	2.237331	2.273452	2.259501	2.169103	2.181334	2.152667	2.156299	2.262176	2.141392	2.171396	2.18229	2.212104	2.205415
ssb	b4059	2.615356	2.854441	2.773026	2.82329	2.832654	2.879477	2.744932	2.765764	2.82501	2.912922	2.834183	2.783538	2.863424	2.739772	2.72391	2.728114	2.800356	2.760031	2.719514	2.848517	2.807045	2.826921	2.804178	2.652815	2.739772	2.754297	2.820614	2.780862	2.690847	2.781435	2.773982
soxS	b4062	2.597583	2.516359	2.476798	2.562036	2.380094	2.174072	2.469918	2.38277	2.322951	2.314924	2.450042	2.495145	2.50451	2.476798	2.418699	2.326582	2.563564	2.50279	2.336711	2.325053	2.273452	2.521519	2.559742	2.505848	2.423095	2.473358	2.34684	2.252047	2.426344	2.583822	2.430548
yjcD	b4064	2.59873	2.790609	2.827494	2.929741	2.887313	2.867819	2.806472	3.009818	2.898015	3.036191	3.040778	2.679189	2.714354	2.779524	2.707474	2.636379	2.835712	2.843166	2.886166	2.947705	2.967199	2.849281	2.85253	2.817556	2.871259	2.984591	2.678616	2.700212	2.832654	2.846223	2.897251
gltP	b4077	2.188788	2.415068	2.495718	2.390605	2.48062	2.483869	2.339195	2.50279	2.150947	2.094568	2.121325	2.267527	2.408379	2.390605	2.367863	2.240007	2.417935	2.537382	2.327155	2.243256	2.220704	2.428064	2.509097	2.540057	2.387357	2.32964	2.314924	2.282625	2.405704	2.349324	2.255296
phnA	phnA	2.949425	2.887313	2.935665	2.299061	2.584778	2.586116	2.997204	2.503554	2.255487	2.191081	2.223953	2.869157	2.832654	2.855015	2.89534	2.800356	2.824627	2.866864	2.781435	2.760604	3.012876	2.889415	2.857881	2.878713	2.827494	2.548275	2.89534	2.830361	2.82329	2.405895	2.367863
proP	b4111	3.171692	3.066961	2.999306	2.849281	2.855015	2.695243	3.038294	2.933945	2.881006	2.839534	2.877566	3.063139	2.97255	2.983826	2.969684	2.926301	3.095246	2.941208	2.836859	2.909673	3.04613	3.084926	2.993764	2.917509	2.877566	2.921905	3.068299	2.978475	2.933945	2.86285	2.965861
lysU	b4129	2.072781	2.057301	2.13604	2.133365	2.086733	2.18229	2.06743	2.13604	2.118267	2.211913	2.274981	2.080044	2.149801	2.146743	2.139863	2.21306	2.095524	2.109858	2.137951	2.083102	2.02118	2.071061	2.095524	2.108711	2.164325	2.109093	2.132982	2.137569	2.054434	2.132982	2.055007
yjdC	b4135	2.818512	2.709576	2.638099	2.613636	2.622237	2.507377	2.701167	2.587454	2.697154	2.717985	2.730217	2.757928	2.714927	2.683967	2.696389	2.705372	2.734995	2.631028	2.58172	2.534706	2.539293	2.711296	2.670971	2.672882	2.673647	2.628352	2.790991	2.694096	2.644788	2.653579	2.631028
dipZ	b4136	2.141392	2.126485	2.136996	2.113489	2.043923	2.030927	2.119604	2.186112	2.203886	2.205415	2.235038	2.073546	2.135276	2.154387	2.089408	2.170823	2.16165	2.156681	2.230642	2.180952	2.186112	2.130307	2.172352	2.184392	2.174072	2.205033	2.14961	2.126485	2.149036	2.133365	2.156299
cutA	b4137	2.463229	2.363085	2.314924	2.330213	2.302884	2.221851	2.421566	2.367098	2.368818	2.374361	2.458833	2.380859	2.378183	2.352574	2.407997	2.384108	2.428064	2.351809	2.385828	2.29543	2.353911	2.339195	2.401499	2.417935	2.380859	2.409908	2.439722	2.274981	2.290843	2.35028	2.395766
groS	b4142	4.003424	4.003424	4.155743	4.058083	4.016229	3.901178	4.058083	4.127458	4.029989	4.046999	4.168165	4.003424	4.083501	4.029989	3.966921	3.860088	4.041838	4.109684	4.046999	3.894107	3.944561	3.951823	4.083501	4.089999	4.083501	4.115417	4.096879	3.966921	4.022918	4.133765	4.109684
groL	b4143	3.685218	3.822438	3.847666	3.810398	3.726116	3.685218	3.74733	3.987753	3.770073	3.832568	3.832568	3.776189	3.841932	3.742743	3.668782	3.612021	3.832568	3.870982	3.847666	3.685218	3.605905	3.752299	3.876524	3.791287	3.860088	3.796065	3.786127	3.827025	3.776189	3.815749	3.757077
yjeI	b4144	2.819467	2.876802	2.801311	2.72563	2.744932	2.621663	2.879477	2.731555	2.777804	2.821952	2.78564	2.882726	2.848517	2.775129	2.795005	2.764044	2.856353	2.760604	2.752386	2.67766	2.716265	2.850428	2.836859	2.750284	2.762324	2.762324	2.876037	2.867819	2.766528	2.721616	2.765573
yjeK	yjeK	2.099346	2.179041	2.169103	2.262176	2.24918	2.247269	2.119987	2.333271	2.263896	2.309764	2.305942	2.129351	2.221851	2.230833	2.170059	2.213633	2.196242	2.217455	2.290843	2.336711	2.292946	2.145023	2.231789	2.17541	2.302119	2.318555	2.133365	2.198917	2.217264	2.307279	2.250327
efp	b4147	3.124104	3.26897	3.262663	3.363763	3.290375	3.257885	3.227115	3.285979	3.256356	3.29305	3.317322	3.21756	3.202844	3.216604	3.181057	3.253107	3.274703	3.271836	3.273556	3.295917	3.333184	3.307002	3.273556	3.229218	3.26897	3.319424	3.180292	3.230556	3.262663	3.23648	3.311779
